IL_Name,anion_charge,anion_family,anion_identity_key,anion_smiles,anion_support_count,candidate_id,candidate_type,canonical_anion_smiles,canonical_cation_smiles,canonical_il_key,cation_charge,cation_family,cation_identity_key,cation_smiles,cation_support_count,combined_ion_support,generation_status,il_smiles,minimum_ion_support,pair_seen_in_benchmark,pair_seen_in_training,row_position,source_il_smiles,warnings,model_il_smiles,temperature_K,pressure_kPa,checkpoint_name,inference_status,temperature_domain_flag,Density,ElectricalConductivity,HeatCapacity,SurfaceTension,ThermalConductivity,Viscosity,analysis_window,molar_mass_kg_per_mol,cp_mass_J_kg-1_K-1,volumetric_heat_capacity,thermal_diffusivity,simplified_thermal_diffusion_timescale,electrolyte_mass_kg,thermal_effusivity,z_conductivity,z_viscosity,transport_favorability,surface_tension_reference_envelope_deviation,proxy_warnings,scenario_electrode_area_m2,scenario_separator_thickness_m,scenario_electrolyte_volume_m3,scenario_heat_transfer_area_m2,electrolyte_resistance_ohm,joule_heating_power_W,internal_thermal_conduction_resistance_K_per_W,convective_thermal_resistance_K_per_W,thermal_resistance_K_per_W,thermal_resistance_conduction_fraction,thermal_resistance_convection_fraction,electrolyte_thermal_capacitance_J_per_K,lumped_thermal_time_constant_s,steady_state_temperature_rise_K,transient_temperature_rise_K,initial_adiabatic_temperature_rise_rate_K_per_s,reference_temperature_resistance_ohm,relative_electrolyte_resistance,reference_electrolyte_resistance_ohm_q75,reference_electrolyte_resistance_ohm_q95,reference_transient_temperature_rise_K_q75,reference_transient_temperature_rise_K_q95,electrical_exceedance_ratio_to_reference_q75,thermal_exceedance_ratio_to_reference_q75,reference_cell_exceedance_index,reference_cell_exceedance_band,reference_cell_exceedance_component,scenario_interpretation
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,-1,sulfur_containing,NHHWJSXMTZIPES-UHFFFAOYSA-N,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,169,REF-0001,observed_reference,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccn(C)c1,IQQRAVYLUAZUGX-UHFFFAOYSA-N||NHHWJSXMTZIPES-UHFFFAOYSA-N,1,aromatic_nitrogen_cation,IQQRAVYLUAZUGX-UHFFFAOYSA-N,CCCC[n+]1ccn(C)c1,60,229,retained_reference,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,True,True,4338.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,(),CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,278.15,101.325,best_model.pt,success,in_domain,1453.847900390625,0.1430273056030273,550.546142578125,0.0332987457513809,0.1262326836585998,0.1532135158777237,extended_sensitivity,0.419369,1312.796469405523,1908606.3906854452,6.613866760304904e-08,15.119748193323137,0.0014538479003906,490.8446869878269,0.3543187076315309,-0.6546403006751816,1.0089590083067126,0.0,,0.01,9.999999999999999e-05,1e-06,0.02,0.06991671945324222,0.2796668778129689,0.07921878637267436,5.0,5.0792187863726745,0.015596647772924245,0.9844033522270758,1.9086063906854451,9.694229435360457,1.420489259713823,1.4175753153242971,0.14652936256413301,0.027143215383664578,2.5758451408568104,0.27911565663141,1.5612106647429556,5.658450859433357,31.59738061231998,0.25049372112282364,0.25052357094539734,0.25052357094539734,within_reference_envelope,none,conditional_liquid_phase_not_verified
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,-1,sulfur_containing,NHHWJSXMTZIPES-UHFFFAOYSA-N,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,169,REF-0001,observed_reference,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccn(C)c1,IQQRAVYLUAZUGX-UHFFFAOYSA-N||NHHWJSXMTZIPES-UHFFFAOYSA-N,1,aromatic_nitrogen_cation,IQQRAVYLUAZUGX-UHFFFAOYSA-N,CCCC[n+]1ccn(C)c1,60,229,retained_reference,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,True,True,4338.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,(),CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,283.15,101.325,best_model.pt,success,in_domain,1449.9307861328125,0.1855830550193786,552.4239501953125,0.0332473404705524,0.1263857781887054,0.1139196380972862,extended_sensitivity,0.419369,1317.2741671304088,1909956.36869984,6.617207610597916e-08,15.11211463878556,0.0014499307861328,491.315908519766,0.3441424484106085,-0.692908754767769,1.0370512031783776,0.0,,0.01,9.999999999999999e-05,1e-06,0.02,0.05388422988809942,0.21553691955239768,0.07912282650243364,5.0,5.0791228265024335,0.015578049439871275,0.9844219505601287,1.90995636869984,9.700902989887055,1.0947384880526017,1.092483195834446,0.11284913262134863,0.027143215383664578,1.9851822684400247,0.2127009929645078,0.9313133505881892,4.311947480175778,18.87333745041598,0.2533332314865628,0.25336189757810096,0.25336189757810096,within_reference_envelope,none,conditional_liquid_phase_not_verified
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,-1,sulfur_containing,NHHWJSXMTZIPES-UHFFFAOYSA-N,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,169,REF-0001,observed_reference,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccn(C)c1,IQQRAVYLUAZUGX-UHFFFAOYSA-N||NHHWJSXMTZIPES-UHFFFAOYSA-N,1,aromatic_nitrogen_cation,IQQRAVYLUAZUGX-UHFFFAOYSA-N,CCCC[n+]1ccn(C)c1,60,229,retained_reference,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,True,True,4338.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,(),CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,288.15,101.325,best_model.pt,success,in_domain,1445.9403076171875,0.236801266670227,554.463623046875,0.0331787467002868,0.1265060752630233,0.0868080928921699,extended_sensitivity,0.419369,1322.137838149398,1911732.392406064,6.617352709277766e-08,15.111783275477585,0.0014459403076171,491.77816331805656,0.3322665401365426,-0.7207076641026438,1.0529742042391863,0.0,,0.01,9.999999999999999e-05,1e-06,0.02,0.04222950383929386,0.16891801535717543,0.07904758707602494,5.0,5.079047587076025,0.015563466520212723,0.9844365334797872,1.911732392406064,9.709779794785097,0.8579426383135329,0.8561651516112302,0.08835860920083012,0.027143215383664578,1.555803291628764,0.1642790760251382,0.7299834696212947,3.3302429346453124,14.79265671639907,0.25705954075875037,0.25708789671298143,0.25708789671298143,within_reference_envelope,none,conditional_liquid_phase_not_verified
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,-1,sulfur_containing,NHHWJSXMTZIPES-UHFFFAOYSA-N,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,169,REF-0001,observed_reference,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccn(C)c1,IQQRAVYLUAZUGX-UHFFFAOYSA-N||NHHWJSXMTZIPES-UHFFFAOYSA-N,1,aromatic_nitrogen_cation,IQQRAVYLUAZUGX-UHFFFAOYSA-N,CCCC[n+]1ccn(C)c1,60,229,retained_reference,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,True,True,4338.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,(),CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.15,101.325,best_model.pt,success,in_domain,1441.8614501953125,0.2974910140037536,556.6900634765625,0.0330908931791782,0.1265919953584671,0.0675239264965057,extended_sensitivity,0.419369,1327.4468629692765,1913994.458898099,6.61402099519907e-08,15.119395610111784,0.0014418614501953,492.2360995060804,0.3314312029661917,-0.7454508751332678,1.0768820780994597,0.0,,0.01,9.999999999999999e-05,1e-06,0.02,0.03361446070392507,0.13445784281570028,0.07899393616226107,5.0,5.078993936162261,0.015553067626213722,0.9844469323737862,1.9139944588980988,9.721166250591612,0.6829105683304002,0.681485435587437,0.07024986001950533,0.027143215383664578,1.238411154639956,0.12327682556275872,0.5868355976349059,2.4933182573307855,11.888560504181013,0.2726746130140442,0.27332468832799517,0.27332468832799517,within_reference_envelope,none,conditional_liquid_phase_not_verified
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,-1,sulfur_containing,NHHWJSXMTZIPES-UHFFFAOYSA-N,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,169,REF-0001,observed_reference,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccn(C)c1,IQQRAVYLUAZUGX-UHFFFAOYSA-N||NHHWJSXMTZIPES-UHFFFAOYSA-N,1,aromatic_nitrogen_cation,IQQRAVYLUAZUGX-UHFFFAOYSA-N,CCCC[n+]1ccn(C)c1,60,229,retained_reference,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,True,True,4338.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,(),CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,101.325,best_model.pt,success,in_domain,1437.6817626953125,0.3684161901473999,559.1215209960938,0.0329820550978183,0.1266419887542724,0.0534396804869174,main,0.419369,1333.2447581869278,1916781.674054468,6.607011662752035e-08,15.135435671131653,0.0014376817626953,492.6916309518575,0.3957928608463618,-0.7309734053911039,1.1267662662374658,0.0,,0.01,9.999999999999999e-05,1e-06,0.02,0.027143215383664578,0.10857286153465831,0.07896275238857252,5.0,5.0789627523885725,0.015547023327043956,0.9844529766729561,1.9167816740544679,9.735262726983656,0.5514375196547715,0.5502764209988568,0.05664331154888382,0.027143215383664578,1.0,0.0787033325879266,0.4764248951483301,1.59438802383473,9.651138919678976,0.3448801275770685,0.34513331307855893,0.34513331307855893,within_reference_envelope,none,conditional_liquid_phase_not_verified
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,-1,sulfur_containing,NHHWJSXMTZIPES-UHFFFAOYSA-N,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,169,REF-0001,observed_reference,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccn(C)c1,IQQRAVYLUAZUGX-UHFFFAOYSA-N||NHHWJSXMTZIPES-UHFFFAOYSA-N,1,aromatic_nitrogen_cation,IQQRAVYLUAZUGX-UHFFFAOYSA-N,CCCC[n+]1ccn(C)c1,60,229,retained_reference,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,True,True,4338.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,(),CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,101.325,best_model.pt,success,in_domain,1435.371337890625,0.4503036141395569,561.765625,0.0328509174287319,0.1266545951366424,0.0429202392697334,main,0.419369,1339.5497163595785,1922751.268542055,6.587154418193648e-08,15.181062056751106,0.0014353713378906,493.4828096962037,0.3879862422666316,-0.7030719954632692,1.0910582377299007,0.0,,0.01,9.999999999999999e-05,1e-06,0.02,0.02220723904050396,0.08882895616201585,0.07895489294495327,5.0,5.078954892944953,0.015545499932402923,0.9844545000675972,1.922751268542055,9.765566963277784,0.45115826153426314,0.45018996637668124,0.046198880539224024,0.027143215383664578,0.8181506400995071,0.06279196958273107,0.38962970024862636,1.2728881329631954,7.892352970748384,0.35366368005458065,0.353675986693874,0.353675986693874,within_reference_envelope,none,conditional_liquid_phase_not_verified
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,-1,sulfur_containing,NHHWJSXMTZIPES-UHFFFAOYSA-N,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,169,REF-0001,observed_reference,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccn(C)c1,IQQRAVYLUAZUGX-UHFFFAOYSA-N||NHHWJSXMTZIPES-UHFFFAOYSA-N,1,aromatic_nitrogen_cation,IQQRAVYLUAZUGX-UHFFFAOYSA-N,CCCC[n+]1ccn(C)c1,60,229,retained_reference,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,True,True,4338.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,(),CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,308.15,101.325,best_model.pt,success,in_domain,1430.7158203125,0.5438061356544495,564.6181640625,0.0326964631676673,0.1266288310289383,0.0349188782274723,main,0.419369,1346.351695195639,1926246.6700209533,6.573863721594954e-08,15.21175434037412,0.0014307158203125,493.8809209699625,0.4130168167175798,-0.6629503072047693,1.0759671239223492,0.0,,0.01,9.999999999999999e-05,1e-06,0.02,0.01838890616407884,0.07355562465631536,0.07897095723575553,5.0,5.0789709572357555,0.01554861366616983,0.9844513863338301,1.9262466700209533,9.783350893508509,0.37358688137075996,0.37277606805896,0.038185984070002434,0.027143215383664578,0.6774770749947965,0.05105271126645879,0.32089341197061366,1.0348813545178965,6.4996000155834,0.3601945069695094,0.36021140629460774,0.36021140629460774,within_reference_envelope,none,conditional_liquid_phase_not_verified
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,-1,sulfur_containing,NHHWJSXMTZIPES-UHFFFAOYSA-N,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,169,REF-0001,observed_reference,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccn(C)c1,IQQRAVYLUAZUGX-UHFFFAOYSA-N||NHHWJSXMTZIPES-UHFFFAOYSA-N,1,aromatic_nitrogen_cation,IQQRAVYLUAZUGX-UHFFFAOYSA-N,CCCC[n+]1ccn(C)c1,60,229,retained_reference,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,True,True,4338.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,(),CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,101.325,best_model.pt,success,in_domain,1425.957763671875,0.6493947505950928,567.6670532226562,0.032517846673727,0.1265653222799301,0.0287473145872354,main,0.419369,1353.6218776844644,1930207.6255602632,6.557083321188994e-08,15.250683131759724,0.0014259577636718,494.2644537049102,0.3877113483117897,-0.6214907603510099,1.0092021086627998,0.0,,0.01,9.999999999999999e-05,1e-06,0.02,0.015398954165915558,0.061595816663662234,0.07901058378283554,5.0,5.079010583782836,0.015556294376529658,0.9844437056234703,1.9302076255602632,9.803544959118913,0.31284580475148765,0.3121581887066353,0.03191149793835438,0.027143215383664578,0.5673224026061042,0.041952762615299816,0.2660876000823622,0.8503886992542155,5.389203955161229,0.3670545920210673,0.367077066029212,0.367077066029212,within_reference_envelope,none,conditional_liquid_phase_not_verified
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,-1,sulfur_containing,NHHWJSXMTZIPES-UHFFFAOYSA-N,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,169,REF-0001,observed_reference,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccn(C)c1,IQQRAVYLUAZUGX-UHFFFAOYSA-N||NHHWJSXMTZIPES-UHFFFAOYSA-N,1,aromatic_nitrogen_cation,IQQRAVYLUAZUGX-UHFFFAOYSA-N,CCCC[n+]1ccn(C)c1,60,229,retained_reference,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,True,True,4338.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,(),CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15,101.325,best_model.pt,success,in_domain,1421.1302490234375,0.7671813368797302,570.8992309570312,0.0323142930865287,0.1264673620462417,0.023939399048686,main,0.419369,1361.3291181680838,1934625.9887050656,6.537044513233906e-08,15.297432929752157,0.0014211302490234,494.6382974837592,0.374698681181295,-0.5962252082521909,0.970923889433486,0.0,,0.01,9.999999999999999e-05,1e-06,0.02,0.013034727931041528,0.05213891172416611,0.07907178451578348,5.0,5.079071784515784,0.015568156519631043,0.9844318434803689,1.9346259887050654,9.82610427282285,0.2648172754135713,0.26422698690738056,0.02695038318960302,0.027143215383664578,0.48022048039622206,0.03484146556903775,0.21391812266944055,0.7062168001465883,4.331110096887199,0.3741153742575336,0.3741442951407208,0.3741442951407208,within_reference_envelope,none,conditional_liquid_phase_not_verified
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,-1,sulfur_containing,NHHWJSXMTZIPES-UHFFFAOYSA-N,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,169,REF-0001,observed_reference,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccn(C)c1,IQQRAVYLUAZUGX-UHFFFAOYSA-N||NHHWJSXMTZIPES-UHFFFAOYSA-N,1,aromatic_nitrogen_cation,IQQRAVYLUAZUGX-UHFFFAOYSA-N,CCCC[n+]1ccn(C)c1,60,229,retained_reference,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,True,True,4338.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,(),CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,101.325,best_model.pt,success,in_domain,1416.2716064453125,0.896755576133728,574.3106079101562,0.0320850610733032,0.1263412535190582,0.0201665814965963,main,0.419369,1369.4636654358242,1939532.5054152808,6.514005471231161e-08,15.351537612555886,0.0014162716064453,495.018149137106,0.365949323942387,-0.5640839708822606,0.9300332948246476,0.0,,0.01,9.999999999999999e-05,1e-06,0.02,0.011151310642654712,0.04460524257061885,0.07915071064647565,5.0,5.079150710646475,0.015583453840140399,0.9844165461598596,1.9395325054152808,9.851177903201963,0.22655674950111712,0.22604383532781183,0.02299793504160336,0.027143215383664578,0.4108323382117003,0.02924644615785422,0.1599611478222131,0.5927872266342555,3.238797161798881,0.3812877155216342,0.38132372826460864,0.38132372826460864,within_reference_envelope,none,conditional_liquid_phase_not_verified
